[2022-10-16 13:47:33.491892] [0x0000a8b8] [info] Start launching threads
[2022-10-16 13:47:33.524348] [0x00002938] [info] Thread in process, please stand by
[2022-10-16 13:47:36.300390] [0x0000b420] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.300390] [0x0000b3f0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.300390] [0x0000b458] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.301390] [0x0000b428] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.301390] [0x0000b488] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.301390] [0x0000b48c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.302389] [0x0000b4ac] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.302389] [0x0000b520] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.303390] [0x0000b4c8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.303390] [0x0000b530] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.303390] [0x0000b568] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.304389] [0x0000b508] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.304389] [0x0000b5a8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.304389] [0x0000b5b0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.305389] [0x0000b5b8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.305389] [0x0000b5c8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.306389] [0x0000b5bc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.306389] [0x0000b5d4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.306389] [0x0000b644] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.307390] [0x0000b650] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.307390] [0x0000b67c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.307390] [0x0000b6a4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.308388] [0x0000b68c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.308388] [0x0000b6e0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.308388] [0x0000b6e8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.308388] [0x0000b6ec] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.309389] [0x0000b6f8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.309389] [0x0000b720] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.310389] [0x0000b6f4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.310389] [0x0000b76c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.310389] [0x0000b728] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.311389] [0x0000b7a8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.311389] [0x0000b7fc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.311389] [0x0000b7b0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.312390] [0x0000b804] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.312390] [0x0000b7e8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.312390] [0x0000b808] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.313390] [0x0000b80c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.313390] [0x0000b810] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.314389] [0x0000b814] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.314389] [0x0000b81c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.314389] [0x0000b818] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.315389] [0x0000b824] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.315389] [0x0000b820] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.316389] [0x0000b828] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.316389] [0x0000b830] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.316389] [0x0000b82c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.317388] [0x0000b834] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.317388] [0x0000b83c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.317388] [0x0000b838] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.317388] [0x0000b844] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.318390] [0x0000b840] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.318390] [0x0000b84c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.318390] [0x0000b848] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.319389] [0x0000b850] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.319389] [0x0000b854] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.320390] [0x0000b858] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.320390] [0x0000b85c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.320390] [0x0000b864] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.321388] [0x0000b860] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.321388] [0x0000b86c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.321388] [0x0000b868] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.322389] [0x0000b870] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.322389] [0x0000b874] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.322389] [0x0000b878] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.323390] [0x0000b87c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.323390] [0x0000b880] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.323390] [0x0000b884] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.324389] [0x0000b888] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.324389] [0x0000b88c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.324389] [0x0000b890] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.325389] [0x0000b894] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.325389] [0x0000b898] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.325389] [0x0000b89c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.326389] [0x0000b8a0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.326389] [0x0000b8a4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.326389] [0x0000b8ac] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.327388] [0x0000b8a8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.327388] [0x0000b8b0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.327388] [0x0000b8b4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.328389] [0x0000b8b8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.328389] [0x0000b8bc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.329390] [0x0000b8c0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.329390] [0x0000b8c4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.329390] [0x0000b8c8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.329390] [0x0000b8cc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.330388] [0x0000b8d0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.330388] [0x0000b8d4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.330388] [0x0000b8dc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.331389] [0x0000b8d8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.331389] [0x0000b8e0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.331389] [0x0000b8e4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.332389] [0x0000b8e8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.332389] [0x0000b8ec] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.332389] [0x0000b8f0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.333389] [0x0000b8f4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.333389] [0x0000b8fc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.333389] [0x0000b8f8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.334389] [0x0000b900] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.334389] [0x0000b904] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.334389] [0x0000b908] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.335389] [0x0000b910] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.335389] [0x0000b90c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.336390] [0x0000b914] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.336390] [0x0000b918] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.336390] [0x0000b91c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.337390] [0x0000b920] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.337390] [0x0000b924] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.337390] [0x0000b928] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.338389] [0x0000b92c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.338389] [0x0000b930] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.338389] [0x0000b934] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.339389] [0x0000b938] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.339389] [0x0000b93c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.339389] [0x0000b940] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.340390] [0x0000b944] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.340390] [0x0000b948] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.340390] [0x0000b94c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.340390] [0x0000b950] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.341388] [0x0000b954] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.341388] [0x0000b95c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.342390] [0x0000b958] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.342390] [0x0000b964] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.342390] [0x0000b960] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.342390] [0x0000b96c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.343388] [0x0000b968] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.343388] [0x0000b970] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.343388] [0x0000b974] [info] Thread done working, exiting thread and returning data
